662
2
2
4.13,0.74,0
4.09,1.04,0
4.09,1.22,0
4.13,1.57,0
4.13,1.78,0
4.09,1.96,0
3.83,2.17,0
3.7,2.3,0
3.65,2.48,0
3.7,2.87,0
3.74,2.87,0
4,3,0
4,3.04,0
4,3.91,0
4,4.57,0
4.04,4.96,0
3.52,4.96,0
3.43,4.96,0
3.17,5,0
3.22,5.65,0
3.22,5.65,0
3.22,5.96,0
3.26,6.22,0
3.35,6.35,0
3.52,6.61,0
4,6.74,0
4,6.74,0
4.04,7.22,0
4.04,7.61,0
4.17,7.78,0
4.78,8.13,0
4.74,8.57,0
4.74,8.74,0
4.7,9.26,0
4.26,9.3,0
4.09,9.48,0
4.04,9.83,0
4.04,9.83,0
4.39,7.87,0
4.48,8,0
3.09,5.3,0
4.04,3.43,0
5.78,2.65,0
4.65,4.65,0
5.61,5.57,0
5.48,4.61,0
4.57,2.65,0
5.13,1.35,0
5.96,1.57,0
6.96,4,0
6.26,3.91,0
7.3,6.13,0
4.74,6.78,0
6.04,7.91,0
7.39,8.87,0
6.52,6.61,0
6.87,5.43,0
8.09,5,0
6.7,2.22,0
5.3,3.83,0
5.09,3.74,0
4.43,3,0
4.43,1.43,0
4,0.52,0
5,0.96,0
6.35,1.43,0
6.04,2.35,0
5.43,2.57,0
5.48,2.22,0
6.87,3.17,0
7.87,2.74,0
7.7,1.57,0
7.87,3.7,0
7.43,2.26,0
6.91,1.61,0
5.26,1.91,0
4.48,1.96,0
5.35,3.17,0
4.43,3.78,0
5.35,5.17,0
4.22,5.57,0
4.39,6.39,0
4.52,7.61,0
5.57,8.83,0
5.48,9.48,0
5.39,9.26,0
5.52,7.35,0
5.96,7,0
6.22,8.74,0
6.74,9.3,0
7.43,9.22,0
7.3,9.17,0
7.43,7.7,0
8.3,6.57,0
8.39,7.48,0
8.65,8.65,0
8.96,9.04,0
9.13,6.17,0
8.78,4.52,0
9.52,8.48,0
9.09,7.52,0
8.7,5.96,0
8.04,9.43,0
6.13,9.52,0
5.87,9.09,0
5.35,8.04,0
4.61,7.13,0
5.43,6.17,0
4.74,5.83,0
3.57,5.57,0
3.83,6.17,0
3.87,5.52,0
3.48,5.35,0
3.65,6.04,0
3.48,6.09,0
4,5.52,0
4.26,4.91,0
4.09,4.83,0
3.96,4.26,0
4.17,2.52,0
4.61,3.39,0
3.87,0.52,0
3.48,0.52,0
3.13,0.3,0
4.61,0.52,0
4.61,1.22,0
5.7,1.22,0
5.78,1.13,0
3.3,0.17,0
3.7,0.3,0
4.35,0.26,0
5.48,0.57,0
6.43,0.61,0
7.39,0.7,0
8.52,0.96,0
8.52,1.91,0
8.96,2.74,0
9.09,1.57,0
9.09,0.83,0
7.91,0.39,0
6.35,0.35,0
6.48,0.96,0
7.22,1.04,0
7.04,1.52,0
7.04,2.91,0
5.96,3.3,0
6.83,4.35,0
7.13,5.17,0
7.83,3.65,0
7.13,4.78,0
7.35,3.91,0
7.52,4.43,0
7.52,3.78,0
6.35,5.26,0
5.83,4.61,0
4.91,7.65,0
4.91,9.52,0
4.57,9.57,0
4.3,9.7,0
4.96,9.87,0
5.52,9.74,0
5.57,9.96,0
5.17,9.65,0
5,9.17,0
4.87,8.87,0
4.78,9.04,0
4.78,8.43,0
3.78,7,0
4.04,5.96,0
4.22,6.35,0
4.96,5.39,0
5.61,6.91,0
6.57,7.57,0
4.83,4.26,0
4.35,4.13,0
4.96,2.83,0
5,2.04,0
4.7,2.04,0
5,0.26,0
5.83,0.87,0
6.57,5.83,0
7.04,6.65,0
7.78,5.43,0
8.35,5.48,0
9.13,3.87,0
8.87,3.43,0
8.65,3.3,0
7.87,2.3,0
8,1.13,0
8.96,5.57,0
8.78,7.13,0
7.65,7.13,0
7.35,7.87,0
7.04,8.3,0
8,8.65,0
8,8.09,0
7.22,9.83,0
6.3,9.83,0
5.61,9.83,0
5.39,8.83,0
5.09,9.17,0
5.26,8.52,0
5.7,8.17,0
5.83,8.39,0
6.3,8.52,0
6.43,8.17,0
6.39,8.04,0
5.65,7.52,0
5.35,7.04,0
5,6.43,0
4.7,6.22,0
4.39,6.91,0
4.83,7,0
6.04,6.35,0
5.87,5.7,0
5.04,5.7,0
5.04,6.3,0
5.17,5.83,0
5.35,5.78,0
4.09,5.78,0
6.13,2.91,0
6.35,3.7,0
5.83,4.3,0
5.52,3.83,0
5.87,4.26,0
6.22,4.57,0
5.04,5.09,0
4.43,5.26,0
3.91,5.26,0
4.48,5.87,0
4.52,5.61,0
4.52,5.17,0
6.09,5.26,0
7.57,6.13,0
7.48,6.7,0
8.26,6.7,0
8.65,6.65,0
9.09,4.91,0
9,2.3,0
8.17,2.57,0
7.91,3.09,0
7.04,2.96,0
6.96,2.52,0
6.48,2.96,0
6.74,3.43,0
7.35,3.48,0
7.48,2.96,0
7.35,2.83,0
7,6.22,0
5.91,6.26,0
5.26,6.87,0
5.22,7.87,0
3.78,4.96,0
4.3,7.3,0
3.83,6.61,0
3.57,6.3,0
3.96,0.22,0
3.26,0.35,0
4,3.65,0
3.65,2.7,0
8.91,9.65,0
6.87,7.3,0
8.17,3.96,0
8.43,4.39,0
7.87,1.83,0
7,0.57,0
6.43,1.96,0
4.96,1.7,0
6.65,8.7,0
6.65,9.83,0
7.91,9.91,0
7.57,9.83,0
7.87,9.17,0
5.96,7.3,0
6.43,6.96,0
6.04,4.96,0
6.61,4.96,0
5.57,3.48,0
6.39,2.48,0
5.13,4.52,0
6.43,6.26,0
7.35,5.57,0
7.61,4.96,0
8.52,5,0
7.83,4.3,0
8.48,3.43,0
8.13,3.35,0
8.3,1.35,0
7.35,2.13,0
4.65,0.87,0
5.17,8.17,0
5.83,9.43,0
6.3,8.91,0
7.3,8.35,0
8.09,7.3,0
7.74,7.48,0
6.96,7.22,0
5.09,7.39,0
4,6.3,0
3.48,5.52,0
3.26,5.74,0
2.91,5.57,0
3.3,5.3,0
3.61,5.74,0
4.91,4.87,0
4.26,4.43,0
5.35,4.83,0
4.78,2.48,0
4.22,2.26,0
4.22,2.83,0
4.74,3.17,0
5.83,0.44,0
6.26,1.22,0
6.74,1.26,0
6.78,0.35,0
8,0.52,0
8.83,0.52,0
9.35,1.26,0
9.3,2.74,0
9.09,4.09,0
8.65,4.09,0
7.65,5.78,0
7.7,6.43,0
5.61,6.57,0
5.52,6.48,0
4.52,6.3,0
3.96,2.61,0
3.91,2.3,0
4,2.83,0
3.96,2.04,0
3.43,0.26,0
3.91,0.7,1
3.57,0.7,1
3.09,0.65,1
2.96,0.17,1
3.04,0.39,1
3.22,0.61,1
3.87,1.26,1
3.87,1.61,1
3.7,1.96,1
3.48,2.22,1
3.43,2.57,1
3.43,3.22,1
3.13,4.09,1
3.61,4.13,1
3.91,3.3,1
3.7,3.22,1
3.48,3,1
3.39,2.74,1
3.78,3.13,1
3.74,3.91,1
3.65,4.43,1
3.74,4.52,1
3.7,3.7,1
3.96,7.65,1
4.26,8.3,1
4.43,8.78,1
3.91,9.7,1
3.7,9.78,1
4,9.17,1
4.13,9.04,1
4.09,8.61,1
3.87,7.52,1
3.52,7.43,1
4.13,8.09,1
3.35,7.04,1
3.17,6.3,1
2.96,5.78,1
2.91,5.22,1
3.09,4.83,1
3.61,4.7,1
3.39,4.65,1
3.39,4.26,1
1.96,0.61,1
1.17,2.3,1
1.7,3.87,1
2.26,1.83,1
1.13,1.57,1
0.74,0.91,1
0.96,3.17,1
0.78,5.87,1
0.83,8.26,1
1.87,8.7,1
2.04,8.22,1
2.13,6.04,1
2.61,4.7,1
2.78,3.13,1
3.04,1.3,1
2.48,1.04,1
1.48,0.44,1
1.17,1.48,1
1.7,2.04,1
1.74,2.3,1
1,2.35,1
0.48,3.35,1
0.44,3.74,1
0.35,5.48,1
0.52,7.17,1
0.65,8.74,1
0.83,9.39,1
1.91,9.48,1
2.52,9.57,1
2.96,9.52,1
2.96,8.48,1
2.65,7.57,1
1.65,7.39,1
1.7,6.78,1
2.3,6.17,1
2,4.83,1
0.96,4.91,1
2.57,3.65,1
2.3,3.22,1
2.17,3.43,1
2,3.39,1
2.26,2.7,1
2.83,2.39,1
3.09,2.48,1
3.52,1.74,1
2.39,1.7,1
1.39,0.83,1
1.65,0.35,1
0.61,0.39,1
0.52,0.83,1
0.52,0.96,1
0.39,2.26,1
0.26,3.7,1
0.57,5.13,1
0.57,4.52,1
0.61,6.91,1
0.22,8.74,1
0.57,9.87,1
1.22,9.78,1
1.3,9.17,1
1.22,7.22,1
0.39,7.3,1
0.39,6.39,1
1.09,6.74,1
1.43,5.65,1
1.48,4.83,1
1.13,4.17,1
0.39,4.35,1
0.87,3.65,1
1.39,3.52,1
1.48,2.52,1
0.35,2.7,1
0.61,2.09,1
1.57,1.48,1
0.48,1.43,1
1.78,1.43,1
1.13,0.61,1
2.65,0.35,1
2.52,0.17,1
2.61,0.65,1
3.35,1.22,1
3.57,0.91,1
3.17,1,1
2.74,1.04,1
3.65,1.04,1
3.87,1.09,1
3.7,1.91,1
3.09,3.48,1
2.52,4.48,1
1.43,4.13,1
1.78,4.35,1
2.91,4.3,1
2.52,4,1
2.3,4.3,1
2.3,3.96,1
2.17,4.65,1
2.43,5.35,1
2.57,6,1
2.83,6.57,1
2.65,7.48,1
3.26,6.7,1
3.39,6.96,1
3.57,6.96,1
3.74,7.35,1
4,7.3,1
4,7.52,1
3.7,7.17,1
2.91,5.57,1
3.13,6.26,1
2.96,6.09,1
3.17,4.87,1
3.74,4.91,1
4.04,4.13,1
3.74,3.91,1
3.78,3.57,1
3.78,3.17,1
3.65,2.78,1
3.91,1.74,1
3.78,0.87,1
3,1.78,1
2.48,2.09,1
1.83,2.61,1
2.78,3.04,1
1.74,3.26,1
1.48,4.78,1
1.04,5.83,1
1.04,6.52,1
1.43,6.39,1
1.96,6.87,1
1.61,6.09,1
1.78,5.7,1
1.65,5.7,1
3.09,9.13,1
2.35,8.57,1
2.39,7.96,1
1.26,8.13,1
1.43,8.48,1
2.39,9.43,1
2.35,9.7,1
3.09,9.74,1
3.17,9.65,1
3.13,8.17,1
3.09,8.13,1
3.74,8.26,1
3.83,8.35,1
3.74,9.22,1
3.61,9.13,1
3.52,8.61,1
3.61,8.04,1
2.87,7.57,1
2.91,7.17,1
1.87,7.43,1
1.65,7.7,1
0.52,7.7,1
0.65,8.22,1
0.65,8.96,1
4.48,9.09,1
4.52,8.35,1
4.26,8.65,1
3.48,4.78,1
3.43,2.26,1
3.26,1.17,1
3.04,1.48,1
2.43,1.48,1
2.13,1.04,1
2.09,0.09,1
1.04,1.96,1
1.87,4.57,1
1.61,7,1
1.65,8.13,1
2.87,4.39,1
2.87,3.65,1
3.17,3.96,1
3.7,4.22,1
3.57,3.74,1
2.78,3,1
1.22,0.83,1
0.78,1.61,1
0.83,2.78,1
0.35,3.39,1
0.52,3.91,1
0.13,5.3,1
0.22,6.74,1
0.26,8.22,1
2.09,9.43,1
2.96,9.61,1
2.83,8.61,1
2.43,8.96,1
2.65,8.57,1
2.09,7.13,1
2.52,7,1
2.48,5.48,1
1.61,5.35,1
0.87,5.43,1
1.22,4.26,1
2.04,3.83,1
2.22,2.65,1
1.48,3.17,1
2.13,1.96,1
2.39,1.74,1
2.74,2.35,1
3.17,1.87,1
3.48,1.74,1
3.87,1.48,1
3.22,0.78,1
3.83,3.61,1
3.3,6.57,1
4.04,8,1
4.35,8.09,1
4.52,8.87,1
3.43,9.52,1
3.3,8.83,1
1.91,9.17,1
1.17,8.83,1
1.52,9.48,1
2.17,9.78,1
2.52,8.26,1
2.26,7.22,1
0.87,7.26,1
1.26,6.43,1
2.3,5.26,1
2.26,5.48,1
2.22,5.91,1
1.87,5,1
1.96,5.26,1
2.3,5.09,1
2.65,2.74,1
3.26,2.91,1
2.83,2.39,1
2.74,1.96,1
2.13,1.61,1
1.13,0.91,1
1.09,0.3,1
0.39,0.7,1
0.26,1.7,1
0.96,3.04,1
1.22,3.91,1
2.48,5.78,1
2.83,6.96,1
3.17,7.17,1
3.61,7.7,1
3.52,8,1
3,7.78,1
3.04,7.83,1
3.26,7.91,1
3.26,7.65,1
3.65,7.87,1
3.74,8.09,1
3.57,8.57,1
3.17,8.48,1
3.78,8.78,1
3.3,9.17,1
2.26,6.83,1
2.17,6.7,1
1.91,6.3,1
2.39,6.39,1
2.78,4.74,1
3.22,4.57,1
3.3,3.74,1
3.39,3.39,1
3.22,3.13,1
2.7,3.3,1
2.52,3.09,1
2.39,2.83,1
2.52,2.39,1
3.13,2.22,1
3.39,1.65,1
3.57,1.48,1
3.43,0.96,1
2.96,0.87,1
2.57,1.35,1
2.65,1.61,1
3.35,1.57,1
3.61,1.35,1
3.35,1.48,1
3,2.78,1
3,3.17,1
2.87,4,1
2.91,4.39,1
3.13,4.57,1
3.48,3.96,1
2.74,6.35,1
2.74,6.57,1
2.91,6.65,1
3,6.74,1
3.35,7.43,1
3.57,7.26,1
3.78,7.87,1
4,8.26,1
