394
19
7
140,125,0,0,0,0.27778,0.062963,0.66667,0.31111,6.1852,7.3333,7.6667,3.5556,3.4444,4.4444,-7.8889,7.7778,0.54563,-1.1218,0
188,133,0,0,0,0.33333,0.26667,0.5,0.077778,6.6667,8.3333,7.7778,3.8889,5,3.3333,-8.3333,8.4444,0.53858,-0.92482,0
105,139,0,0,0,0.27778,0.10741,0.83333,0.52222,6.1111,7.5556,7.2222,3.5556,4.3333,3.3333,-7.6667,7.5556,0.53263,-0.96595,0
14,110,0,0,0,1.7222,5.3519,2.6667,1.0222,17.9259,18.8889,21.4444,13.4444,2.8889,10.5556,-13.4444,21.4444,0.36885,-1.3451,0
11,108,0,0,0,1.3333,0.8,1.3889,0.95185,17.6667,19,21.1111,12.8889,4,10.3333,-14.3333,21.1111,0.38876,-1.3021,0
85,101,0,0,0,1.3333,1.2889,1.2778,1.2185,21.2963,21.2222,26.7778,15.8889,-0.22222,16.4444,-16.2222,26.7778,0.40479,-1.5586,0
18,145,0,0,0,0.38889,0.018518,0.61111,0.37407,3.9259,5.5556,4,2.2222,4.8889,0.22222,-5.1111,5.5556,0.60053,-0.57094,0
23,55,0,0,0,2.2222,3.6741,1.7778,0.78519,23.4444,21.6667,31.1111,17.5556,-5.3333,23,-17.6667,31.1111,0.43507,-1.7712,1
196,129,0,0,0,0.83333,0.43333,0.66667,0.17778,6.3333,7.8889,7.3333,3.7778,4.6667,3,-7.6667,8.2222,0.54012,-0.93278,1
80,116,0,0,0,1.5,1.6333,1.5556,0.87407,21.7037,21.2222,27.5556,16.3333,-1.4444,17.5556,-16.1111,27.5556,0.40736,-1.6322,1
2,44,0,0,0,2.1667,2.3889,2.3889,1.5296,18.7407,17.3333,25.2222,13.6667,-4.2222,19.4444,-15.2222,25.2222,0.45768,-1.7537,0
120,136,0,0,0,0.61111,0.41852,1,0.44444,6.2593,7.7778,7.2222,3.7778,4.5556,2.8889,-7.4444,8,0.52954,-0.92461,0
146,124,0,0,0,0.5,0.16667,0.38889,0.10741,6.037,7.4444,7.3333,3.3333,4.2222,3.8889,-8.1111,7.6667,0.56349,-1.0247,0
23,85,0,0,0,1.4444,1.0519,1.7778,0.96296,17.963,18.8889,21.8889,13.1111,2.7778,11.7778,-14.5556,21.8889,0.39975,-1.3869,1
138,116,0,0,0,0.61111,0.15185,0.44444,0.20741,6.4815,7.5556,8.2222,3.6667,3.2222,5.2222,-8.4444,8.3333,0.55917,-1.1911,0
229,124,0,0,0,0.88889,0.074074,0.88889,0.34074,5.8889,7.1111,7.1111,3.4444,3.6667,3.6667,-7.3333,7.5556,0.54586,-1.0377,0
22,116,0,0,0,0.38889,0.10741,0.33333,0.13333,5.6296,6.7778,7,3.1111,3.4444,4.1111,-7.5556,7.3333,0.5754,-1.0996,0
121,60,0,0,0,2.2778,2.3296,2.8889,2.8741,26.7407,24.6667,35.2222,20.3333,-6.2222,25.4444,-19.2222,35.2222,0.4223,-1.7761,0
33,149,0,0,0,0.55556,0.25185,0.72222,0.15185,5.4444,4.1111,8.6667,3.5556,-4,9.6667,-5.6667,8.6667,0.57834,-1.9857,0
80,95,0,0,0,1.2222,1.0074,0.94444,0.55185,21.4074,21.3333,26.6667,16.2222,-0.22222,15.7778,-15.5556,26.6667,0.39044,-1.5673,1
96,84,0,0,0,1.5,1.2778,1.6111,2.2852,23.8519,23.5556,30,18,-0.88889,18.4444,-17.5556,30,0.39879,-1.5989,1
145,102,0,0,0,0.88889,0.60741,2.6111,1.4852,23.0741,22.1111,29.7778,17.3333,-2.8889,20.1111,-17.2222,29.7778,0.41776,-1.6854,1
18,138,0,0,0,0.88889,0.56296,0.83333,0.3,5.7407,7.3333,6.5556,3.3333,4.7778,2.4444,-7.2222,7.3333,0.54387,-0.86211,1
138,133,0,0,0,0.66667,0.44444,1.1667,0.21111,6.4444,7.7778,7.8889,3.6667,4,4.3333,-8.3333,8.2222,0.5582,-1.0777,1
121,113,0,0,0,1.7222,1.5296,2.9444,1.5296,20.2593,20,25.4444,15.3333,-0.77778,15.5556,-14.7778,25.4444,0.39659,-1.5856,1
95,57,0,0,0,1.8333,3.4111,2.1111,1.7185,26.2963,24.6667,34.4444,19.7778,-4.8889,24.4444,-19.5556,34.4444,0.42569,-1.739,1
140,25,0,0,0,1,1.4667,1.1111,0.11852,128,117.7778,142.3333,123.8889,-30.6667,43,-12.3333,142.3333,0.1725,-2.3546,5
142,33,0,0,0,0.5,0.62361,0.5,0.3496,110.5926,96.7778,128.6667,106.3333,-41.4444,54.2222,-12.7778,128.6667,0.24778,-2.408,5
66,41,0,0,0,0.61111,0.32773,0.38889,0.32773,109.7037,95.1111,128.8889,105.1111,-43.7778,57.5556,-13.7778,128.8889,0.26205,-2.4047,5
165,99,0,0,0,0.88889,0.47407,0.77778,0.47407,93.4074,79,118,83.2222,-43.2222,73.7778,-30.5556,118,0.33042,-2.2078,5
228,20,0,0,0,1.0556,0.49066,0.83333,0.75277,125,114,140.5556,120.4444,-33,46.6667,-13.6667,140.5556,0.18889,-2.348,5
124,29,0,0,0,1,0.71111,1.0556,0.90742,128.4444,119.2222,142.8889,123.2222,-27.6667,43.3333,-15.6667,142.8889,0.16562,-2.2711,5
156,32,0,0,0,0.77777,0.16296,2.6111,1.0407,136.2963,129.7778,146.3333,132.7778,-19.5556,30.1111,-10.5556,146.3333,0.11306,-2.2808,5
21,90,0,0,0,0.66667,0.044444,0.77778,0.56296,113.4815,105.8889,128.5556,106,-22.7778,45.2222,-22.4444,128.5556,0.1797,-2.0978,5
8,39,0,0.11111,0,1.3889,1.1296,1.8333,0.7,113.3704,102.5556,132,105.5556,-32.4444,55.8889,-23.4444,132,0.22295,-2.1982,5
122,11,0,0,0,1,0.31112,2.8889,5.0519,143.4444,136.8889,150.8889,142.5556,-19.6667,22.3333,-2.6667,150.8889,0.092773,-2.5216,5
44,79,0,0,0,0.44444,0.34426,0.77778,0.40369,107.7407,93.8889,126.5556,102.7778,-41.5556,56.4444,-14.8889,126.5556,0.25808,-2.378,5
7,18,0,0,0,1.2778,0.72963,0.94445,0.37408,138.6296,133.3333,147.5556,135,-15.8889,26.7778,-10.8889,147.5556,0.096352,-2.2146,5
188,42,0,0,0,0.77778,0.54433,1.6667,1.2649,108.9259,95.6667,126.2222,104.8889,-39.7778,51.8889,-12.1111,126.2222,0.24193,-2.4104,5
152,18,0,0,0,0.77778,0.45542,0.55556,0.27216,112.1111,97.2222,130.4444,108.6667,-44.6667,55,-10.3333,130.4444,0.25467,-2.455,5
120,74,0,0,0,0.33333,0.088889,0.5,0.077778,101.8518,89.1111,123.2222,93.2222,-38.2222,64.1111,-25.8889,123.2222,0.27678,-2.2206,5
143,24,0,0,0,1.2778,0.90741,0.88889,1.1407,127.6296,117.6667,141.6667,123.5556,-29.8889,42.1111,-12.2222,141.6667,0.1694,-2.3493,5
181,27,0,0,0,0.72222,0.46296,0.5,0.25555,138.0741,132.5556,146.5556,135.1111,-16.5556,25.4444,-8.8889,146.5556,0.096263,-2.2645,5
107,21,0,0,0,0.66666,0.5164,1.1667,0.40825,126.7778,115.7778,141.8889,122.6667,-33,45.3333,-12.3333,141.8889,0.18402,-2.3704,5
226,83,0,0,0,0.88889,0.51852,1.0556,0.50741,90.6296,74.5556,116.8889,80.4444,-48.2222,78.7778,-30.5556,116.8889,0.36206,-2.2391,5
93,29,0,0,0,1.2222,1.2296,1.3889,1.5741,128.4815,119,142.7778,123.6667,-28.4444,42.8889,-14.4444,142.7778,0.16648,-2.2978,5
60,52,0,0,0,0.72222,0.5963,0.77778,0.74074,111.6296,101,129.2222,104.6667,-31.8889,52.7778,-20.8889,129.2222,0.21838,-2.2297,5
179,101,0,0,0,0.44445,0.38519,0.61111,0.32963,134.9259,126.4444,147.2222,131.1111,-25.4444,36.8889,-11.4444,147.2222,0.14111,-2.3287,5
112,30,0,0,0,0.55556,0.27216,1.2222,0.72008,113.2593,100.7778,130.1111,108.8889,-37.4444,50.5556,-13.1111,130.1111,0.22538,-2.3853,5
103,64,0,0,0,0.66667,0.69921,1.3333,0.91894,108.7778,96.3333,126.2222,103.7778,-37.3333,52.3333,-15,126.2222,0.2368,-2.3554,5
